NF;Série;CD;CIA;Emissão;Cód. do cliente;Cliente;Código do vendedor;Vendedor;Trecho atual;Transportadora;Valor do frete;Peso;Valor da NF;Volume;Embarque;Romaneio;Data de entrega;Data de baixa;Telefone;Previsão de entrega;Limite de entrega;Status
1427790;4;CD01;CD01;08/04/2024 00:00;1046077;CASSIA AUGUSTA DE SOUZA LORENCINI;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;179,86;2.577,68;23;08/04/2024 23:44;422179;11/04/2024 15:20;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427789;4;CD01;CD01;08/04/2024 00:00;1043585;S M SUPERMERCADOS MENDONCA LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;41,925;1.007,76;9;08/04/2024 23:44;422179;11/04/2024 14:26;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427788;4;CD01;CD01;08/04/2024 00:00;1041439;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;40,142;854,21;9;08/04/2024 23:44;422179;11/04/2024 14:51;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427787;4;CD01;CD01;08/04/2024 00:00;1041438;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;42,045;847,5;9;08/04/2024 23:44;422179;11/04/2024 14:53;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427786;4;CD01;CD01;08/04/2024 00:00;1041437;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;63,472;1.292,01;15;08/04/2024 23:44;422179;16/04/2024 09:32;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427785;4;CD01;CD01;08/04/2024 00:00;1041436;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;273,234;4.505,56;33;08/04/2024 23:44;422179;11/04/2024 14:43;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427784;4;CD01;CD01;08/04/2024 00:00;1039639;SORELLI DISTRIBUIDORA LTDA;746;CASSIO / DI-SPC;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;407,846;7.570,76;87;08/04/2024 23:44;422179;11/04/2024 14:58;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427783;4;CD01;CD01;08/04/2024 00:00;1039639;SORELLI DISTRIBUIDORA LTDA;746;CASSIO / DI-SPC;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;683,035;12.890,29;393;08/04/2024 23:44;422179;11/04/2024 14:57;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427782;4;CD01;CD01;08/04/2024 00:00;1039614;SILVANA BAIOCCHI GONCALVES;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;174,373;2.601,56;19;08/04/2024 23:44;422179;11/04/2024 11:49;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427781;4;CD01;CD01;08/04/2024 00:00;1038563;VAROTTI BARATISSIMO GEORGE OETTERER;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;289,708;4.723,76;76;08/04/2024 23:44;422179;10/04/2024 09:04;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427780;4;CD01;CD01;08/04/2024 00:00;1038322;J L DAOLIO E CIA LT;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;230,042;3.692,91;37;08/04/2024 23:44;422179;16/04/2024 10:50;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427779;4;CD01;CD01;08/04/2024 00:00;1038006;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;167,788;2.936,97;26;08/04/2024 23:44;422179;16/04/2024 08:30;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427778;4;CD01;CD01;08/04/2024 00:00;1037469;SUPERMERCADO IPERO EIRELI;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;262,13;6.311,65;98;08/04/2024 23:44;422179;10/04/2024 09:15;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427777;4;CD01;CD01;08/04/2024 00:00;1033748;JOSE VICENTE GUIMARAES SIGNORINI ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;205,342;3.049,69;20;08/04/2024 23:44;422179;17/04/2024 09:09;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427776;4;CD01;CD01;08/04/2024 00:00;1033368;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;209,005;3.430,79;26;08/04/2024 23:44;422179;12/04/2024 11:26;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427775;4;CD01;CD01;08/04/2024 00:00;1031205;SUPERMERCADO IPERO EIRELI ;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;257,892;6.057,64;88;08/04/2024 23:44;422179;10/04/2024 09:07;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427774;4;CD01;CD01;08/04/2024 00:00;1030598;SUPERMERCADO NAKAMITSU LT ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;80,753;1.748,95;14;08/04/2024 23:44;422179;11/04/2024 14:38;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427773;4;CD01;CD01;08/04/2024 00:00;1030148;GIULIANA ROMEU DA SILVA ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;126,01;1.885,94;14;08/04/2024 23:44;422179;11/04/2024 15:11;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427772;4;CD01;CD01;08/04/2024 00:00;1029349;GLOBAL ARTIGOS PARA FESTAS LTDA ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;21,244;307,75;2;08/04/2024 23:44;422179;11/04/2024 15:27;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427771;4;CD01;CD01;08/04/2024 00:00;1029315;J L DAOLIO E CIA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;314,847;4.533,75;47;08/04/2024 23:44;422179;16/04/2024 09:20;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427770;4;CD01;CD01;08/04/2024 00:00;1029269;J. V. ORRU DE SOUZA ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;83,079;2.405,68;15;08/04/2024 23:44;422179;11/04/2024 11:41;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427769;4;CD01;CD01;08/04/2024 00:00;1029269;J. V. ORRU DE SOUZA ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;92,662;2.117,11;14;08/04/2024 23:44;422179;11/04/2024 11:43;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427768;4;CD01;CD01;08/04/2024 00:00;1029269;J. V. ORRU DE SOUZA ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;138,121;2.187,17;26;08/04/2024 23:44;422179;11/04/2024 11:40;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427767;4;CD01;CD01;08/04/2024 00:00;1027679;SUPERMERCADO DA PRACA ARACOIABA LTD ;738;SR DE MATOS REPRES.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;5,029;120,77;1;08/04/2024 23:44;422179;;25/04/2024;Baixado pelo usuário LSDOMINGOS;16/04/2024 14:43;16/04/2024 15:43;Retorno total
1427766;4;CD01;CD01;08/04/2024 00:00;1027413;SUPERMERCADO DA PRACA DE BRAGANCA LTDA;738;SR DE MATOS REPRES.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;170,772;3.540,29;36;08/04/2024 23:44;422179;16/04/2024 08:36;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427765;4;CD01;CD01;08/04/2024 00:00;1027289;A A DE MELO E CIA LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;471,31;9.850,92;92;08/04/2024 23:44;422179;11/04/2024 13:58;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427764;4;CD01;CD01;08/04/2024 00:00;1027118;PRECINOTTI FESTAS COMERCIAL LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;14,265;354,62;2;08/04/2024 23:44;422179;11/04/2024 11:12;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 15:43;Entregue com ocorrência
1427763;4;CD01;CD01;08/04/2024 00:00;1026783;SIQUEIRA E SIQUEIRA CEZAR UTILIDADE LTDA;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;440,266;6.749,47;60;08/04/2024 23:44;422179;11/04/2024 14:47;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427762;4;CD01;CD01;08/04/2024 00:00;1025105;ALICAMP COMERCIAL ALIMENTICIA LTDA ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;109,941;1.427,89;11;08/04/2024 23:44;422179;11/04/2024 14:55;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427761;4;CD01;CD01;08/04/2024 00:00;1024979;LUCIA REGINA CORREA TOLOTTO EIRELI EPP;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;124,958;2.834,56;29;08/04/2024 23:44;422179;11/04/2024 14:56;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427760;4;CD01;CD01;08/04/2024 00:00;1022441;TORII COMERCIO DE VARIEDADES LTDA M ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;207,891;3.422,92;30;08/04/2024 23:44;422179;16/04/2024 08:26;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427759;4;CD01;CD01;08/04/2024 00:00;1022218;WWW DISTRIBUIDORA E IMPORTADORA LTD ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;936,303;20.745,63;196;08/04/2024 23:44;422179;16/04/2024 08:45;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427758;4;CD01;CD01;08/04/2024 00:00;1021083;GONCALVES E GONCALVES LTDA ;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;117,115;2.598,91;32;08/04/2024 23:44;422179;16/04/2024 16:43;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;16/04/2024 00:30;Entregue com ocorrência
1427757;4;CD01;CD01;08/04/2024 00:00;1020624;ART LIMP BRASIL DESCARTAVEIS LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;38,666;817,8;4;08/04/2024 23:44;422179;11/04/2024 11:51;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427756;4;CD01;CD01;08/04/2024 00:00;1016681;CONVEM SUPERMERCADOS DE BRAGANCA LT ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;130,53;2.960,22;22;08/04/2024 23:44;422179;11/04/2024 14:24;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427755;4;CD01;CD01;08/04/2024 00:00;1016656;S. PINHEIRO DOCES ME ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;42,897;603,22;5;08/04/2024 23:44;422179;11/04/2024 11:53;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427754;4;CD01;CD01;08/04/2024 00:00;1013396;A A DE MELO E CIA LT ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;145,012;3.148,70;33;08/04/2024 23:44;422179;11/04/2024 11:39;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 15:43;Entregue com ocorrência
1427753;4;CD01;CD01;08/04/2024 00:00;1011964;J.R.R. BEGO DOCES ME;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;304,84;3.642,62;24;08/04/2024 23:44;422179;11/04/2024 12:10;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427752;4;CD01;CD01;08/04/2024 00:00;1011271;V.A. MALVEZZI E CIA LTDA;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;75,237;1.042,65;8;08/04/2024 23:44;422179;11/04/2024 11:50;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427751;4;CD01;CD01;08/04/2024 00:00;1010376;ARIEROM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;88,24;1.288,41;10;08/04/2024 23:44;422179;11/04/2024 15:09;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427750;4;CD01;CD01;08/04/2024 00:00;1010362;MARCIO LEANDRO COSTA ME ;215;Silvio - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;239,95;3.242,36;21;08/04/2024 23:44;422179;11/04/2024 14:40;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427749;4;CD01;CD01;08/04/2024 00:00;1009411;ANTONELLI SUPERMERCADO LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;81,883;1.100,96;8;08/04/2024 23:44;422179;11/04/2024 14:52;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427748;4;CD01;CD01;08/04/2024 00:00;1009299;DOCE FESTA DOCERRANO LTDA ;215;Silvio - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;10,593;310,22;1;08/04/2024 23:44;422179;11/04/2024 15:26;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427747;4;CD01;CD01;08/04/2024 00:00;1008311;SM. JARDIM DOS CALEGARIS L ;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;131,838;2.175,52;20;08/04/2024 23:44;422179;11/04/2024 15:14;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427746;4;CD01;CD01;08/04/2024 00:00;1008200;SEMPREFESTA ENFEITES E DECORACOES LTDA EPP;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;918,434;15.235,95;109;08/04/2024 23:44;422179;17/04/2024 09:48;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427745;4;CD01;CD01;08/04/2024 00:00;1007751;J.L. DAOLIO E CIA LDTA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;399,545;6.254,03;61;08/04/2024 23:44;422179;16/04/2024 09:23;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427744;4;CD01;CD01;08/04/2024 00:00;1037469;SUPERMERCADO IPERO EIRELI;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;7,664;254,69;7;08/04/2024 23:44;422179;10/04/2024 09:09;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427743;4;CD01;CD01;08/04/2024 00:00;1033958;REGINALDO MOREIRA FERNANDES ;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1,154;42,48;1;08/04/2024 23:44;422179;11/04/2024 14:42;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 15:43;Entregue com ocorrência
1427742;4;CD01;CD01;08/04/2024 00:00;1032501;D NASTARO SUPERMERCADOS EIRELI ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,37;85,62;1;08/04/2024 23:44;422179;11/04/2024 12:14;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427741;4;CD01;CD01;08/04/2024 00:00;1031205;SUPERMERCADO IPERO EIRELI ;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;6,514;209,48;6;08/04/2024 23:44;422179;10/04/2024 09:06;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427740;4;CD01;CD01;08/04/2024 00:00;1025429;MONTE BELLO NASTARO EIRELI EPP ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,305;58,66;1;08/04/2024 23:44;422179;11/04/2024 12:09;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427739;4;CD01;CD01;08/04/2024 00:00;1022218;WWW DISTRIBUIDORA E IMPORTADORA LTD ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;18,48;495,32;6;08/04/2024 23:44;422179;11/04/2024 15:18;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427738;4;CD01;CD01;08/04/2024 00:00;1020378;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,44;80,48;1;08/04/2024 23:44;422179;22/04/2024 11:33;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
1427737;4;CD01;CD01;08/04/2024 00:00;1008521;BEIRA RIO COM. EXP. IMP. ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;8,334;216,02;2;08/04/2024 23:44;422179;11/04/2024 12:07;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1426426;4;CD01;CD01;30/03/2024 00:00;1034031;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;571,811;8.816,36;95;30/03/2024 20:16;421090;03/04/2024 08:27;04/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426425;4;CD01;CD01;30/03/2024 00:00;1034031;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;795,747;15.066,47;147;30/03/2024 20:16;421090;03/04/2024 08:02;04/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426424;4;CD01;CD01;30/03/2024 00:00;1025604;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;490,917;8.471,01;99;30/03/2024 20:16;421090;04/04/2024 09:33;05/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;05/04/2024 23:30;05/04/2024 23:30;Entregue com ocorrência
1426423;4;CD01;CD01;30/03/2024 00:00;1025604;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;953,902;18.311,55;174;30/03/2024 20:16;421090;04/04/2024 09:32;05/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;05/04/2024 23:30;05/04/2024 23:30;Entregue com ocorrência
1426422;4;CD01;CD01;30/03/2024 00:00;1022053;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;471,106;8.245,86;90;30/03/2024 20:16;421090;04/04/2024 09:34;05/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426421;4;CD01;CD01;30/03/2024 00:00;1022053;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;649,912;11.873,33;109;30/03/2024 20:16;421090;04/04/2024 09:34;05/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426420;4;CD01;CD01;30/03/2024 00:00;1015353;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;544,139;9.365,06;99;30/03/2024 20:16;421090;05/04/2024 09:29;08/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426419;4;CD01;CD01;30/03/2024 00:00;1015353;TAUSTE SUPERMERCADOS LTDA ;700;Kiko - A. L. S. Repr;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;840,509;16.389,39;153;30/03/2024 20:16;421090;05/04/2024 09:28;08/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426195;4;CD01;CD01;30/03/2024 00:00;1047067;IRMAOS MUFFATO S A;668;CAMISS / Cátia;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.021,65;11.897,71;96;30/03/2024 20:16;420644;11/04/2024 15:05;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426194;4;CD01;CD01;30/03/2024 00:00;1047067;IRMAOS MUFFATO S A;668;CAMISS / Cátia;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;169,57;1.980,15;24;30/03/2024 20:16;420644;11/04/2024 15:04;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426193;4;CD01;CD01;30/03/2024 00:00;1047067;IRMAOS MUFFATO S A;668;CAMISS / Cátia;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;306,17;4.296,86;30;30/03/2024 20:16;420644;11/04/2024 15:03;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;08/04/2024 23:30;09/04/2024 00:30;Entregue com ocorrência
1426192;4;CD01;CD01;30/03/2024 00:00;1047061;IRMAOS MUFFATO S A;668;CAMISS / Cátia;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.021,65;11.897,71;96;30/03/2024 20:16;420644;10/04/2024 09:16;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;05/04/2024 23:30;08/04/2024 00:30;Entregue com ocorrência
